audit_id,event_id,home_team,away_team,commence_time,snapshot_role,requested_snapshot,returned_snapshot,status,quote_count,odds_credits_used,discovery_credits_used,credits_remaining,error
64d3be4590378939c37b70860d1d1a5a|close|2020-09-02T23:45:00Z|us,64d3be4590378939c37b70860d1d1a5a,Kansas City Royals,Cleveland Indians,2020-09-03T00:05:00Z,close,2020-09-02T23:45:00Z,2020-09-02T23:45:00Z,offered,28,30,0,4988632,
bfbf12fc45c527c04c78f65f7acaf99f|close|2020-09-02T23:50:00Z|us,bfbf12fc45c527c04c78f65f7acaf99f,Minnesota Twins,Chicago White Sox,2020-09-03T00:10:00Z,close,2020-09-02T23:50:00Z,2020-09-02T23:45:00Z,offered,28,30,0,4988602,
4d6f07d733303cb912bae28aa526bcd8|close|2020-09-02T23:50:00Z|us,4d6f07d733303cb912bae28aa526bcd8,Houston Astros,Texas Rangers,2020-09-03T00:10:00Z,close,2020-09-02T23:50:00Z,2020-09-02T23:45:00Z,offered,28,30,0,4988572,
6356f0861f51a50692c4c0cd7506ef05|close|2020-09-03T01:20:00Z|us,6356f0861f51a50692c4c0cd7506ef05,Los Angeles Angels,San Diego Padres,2020-09-03T01:40:00Z,close,2020-09-03T01:20:00Z,2020-09-03T01:15:00Z,offered,28,30,0,4988542,
8d4258974c4c38e415c69630c9dc6aac|close|2020-09-03T17:15:00Z|us,8d4258974c4c38e415c69630c9dc6aac,Pittsburgh Pirates,Chicago Cubs,2020-09-03T17:35:00Z,close,2020-09-03T17:15:00Z,2020-09-03T17:15:00Z,offered,28,30,1,4988512,
a58f974428f464fa8f29218ab5a16150|close|2020-09-03T17:50:00Z|us,a58f974428f464fa8f29218ab5a16150,Houston Astros,Texas Rangers,2020-09-03T18:10:00Z,close,2020-09-03T17:50:00Z,2020-09-03T17:45:00Z,offered,28,30,0,4988482,
97388edca1b46ced2825d73252e4b909|close|2020-09-03T19:45:00Z|us,97388edca1b46ced2825d73252e4b909,Philadelphia Phillies,Washington Nationals,2020-09-03T20:05:00Z,close,2020-09-03T19:45:00Z,2020-09-03T19:45:00Z,offered,25,30,0,4988452,
f8c0d95a9bd1978d4b74b1b47188bd51|close|2020-09-03T23:10:00Z|us,f8c0d95a9bd1978d4b74b1b47188bd51,Boston Red Sox,Toronto Blue Jays,2020-09-03T23:30:00Z,close,2020-09-03T23:10:00Z,2020-09-03T23:05:00Z,offered,28,30,0,4988422,
7283a9e5b1f03719fbec9156c28ea9ff|close|2020-09-03T23:46:00Z|us,7283a9e5b1f03719fbec9156c28ea9ff,Kansas City Royals,Chicago White Sox,2020-09-04T00:06:00Z,close,2020-09-03T23:46:00Z,2020-09-03T23:45:00Z,offered,27,30,0,4988392,
25ec4095eb717aeab54f793c2bda423b|close|2020-09-04T01:20:00Z|us,25ec4095eb717aeab54f793c2bda423b,Los Angeles Dodgers,Arizona Diamondbacks,2020-09-04T01:40:00Z,close,2020-09-04T01:20:00Z,2020-09-04T01:15:00Z,offered,25,30,0,4988362,
43fb298e5c01ad602f86935856f8f94a|close|2020-09-04T22:20:00Z|us,43fb298e5c01ad602f86935856f8f94a,Tampa Bay Rays,Miami Marlins,2020-09-04T22:40:00Z,close,2020-09-04T22:20:00Z,2020-09-04T22:15:00Z,offered,24,30,1,4988332,
098529eb789cbee04d68b735c7873c20|close|2020-09-04T22:50:00Z|us,098529eb789cbee04d68b735c7873c20,New York Mets,Philadelphia Phillies,2020-09-04T23:10:00Z,close,2020-09-04T22:50:00Z,2020-09-04T22:45:00Z,offered,28,30,0,4988302,
cc4204e31c44a40f4f5989c67a268c33|close|2020-09-04T22:50:00Z|us,cc4204e31c44a40f4f5989c67a268c33,Cleveland Indians,Milwaukee Brewers,2020-09-04T23:10:00Z,close,2020-09-04T22:50:00Z,2020-09-04T22:45:00Z,offered,28,30,0,4988272,
296084d64b8b9d79dea5230ca12beb69|close|2020-09-04T23:45:00Z|us,296084d64b8b9d79dea5230ca12beb69,Kansas City Royals,Chicago White Sox,2020-09-05T00:05:00Z,close,2020-09-04T23:45:00Z,2020-09-04T23:45:00Z,offered,28,30,1,4988189,
3e0bafc2e05dd39ca7da34a818743057|close|2020-09-04T23:55:00Z|us,3e0bafc2e05dd39ca7da34a818743057,Chicago Cubs,St. Louis Cardinals,2020-09-05T00:15:00Z,close,2020-09-04T23:55:00Z,2020-09-04T23:55:00Z,offered,25,30,0,4988159,
bbfcc64e34b66665b2e4f61c0543ec48|close|2020-09-05T00:50:00Z|us,bbfcc64e34b66665b2e4f61c0543ec48,Los Angeles Angels,Houston Astros,2020-09-05T01:10:00Z,close,2020-09-05T00:50:00Z,2020-09-05T00:45:00Z,offered,28,30,0,4988129,
1e5b1966ef9e755906a67bfb425a4c1b|close|2020-09-05T00:50:00Z|us,1e5b1966ef9e755906a67bfb425a4c1b,Seattle Mariners,Texas Rangers,2020-09-05T01:10:00Z,close,2020-09-05T00:50:00Z,2020-09-05T00:45:00Z,offered,27,30,0,4988099,
2a1b4f197ab188bd9a59b7ed7e771b1f|close|2020-09-05T01:20:00Z|us,2a1b4f197ab188bd9a59b7ed7e771b1f,Los Angeles Dodgers,Colorado Rockies,2020-09-05T01:40:00Z,close,2020-09-05T01:20:00Z,2020-09-05T01:15:00Z,offered,25,30,0,4988069,
06d5f6a168d4433ab69f705f1f859395|close|2020-09-05T01:20:00Z|us,06d5f6a168d4433ab69f705f1f859395,Oakland Athletics,San Diego Padres,2020-09-05T01:40:00Z,close,2020-09-05T01:20:00Z,2020-09-05T01:15:00Z,offered,27,30,0,4988039,
c2abe42078b76a79711f4f0f2730436a|close|2020-09-05T01:25:00Z|us,c2abe42078b76a79711f4f0f2730436a,San Francisco Giants,Arizona Diamondbacks,2020-09-05T01:45:00Z,close,2020-09-05T01:25:00Z,2020-09-05T01:25:00Z,offered,25,30,0,4988009,
475f1a6c1057b2154d4ca39611a590c4|close|2020-09-05T19:50:00Z|us,475f1a6c1057b2154d4ca39611a590c4,Oakland Athletics,San Diego Padres,2020-09-05T20:10:00Z,close,2020-09-05T19:50:00Z,2020-09-05T19:45:00Z,offered,25,30,1,4987979,
e45daa5e88a449ffcf895dbca4986e96|close|2020-09-05T22:20:00Z|us,e45daa5e88a449ffcf895dbca4986e96,Tampa Bay Rays,Miami Marlins,2020-09-05T22:40:00Z,close,2020-09-05T22:20:00Z,2020-09-05T22:15:00Z,offered,28,30,0,4987949,
23a158ad07ee768f383ccf0a6ea6018e|close|2020-09-05T22:45:00Z|us,23a158ad07ee768f383ccf0a6ea6018e,Pittsburgh Pirates,Cincinnati Reds,2020-09-05T23:05:00Z,close,2020-09-05T22:45:00Z,2020-09-05T22:45:00Z,offered,28,30,0,4987919,
2c29114de26ad0ace6f678b4df5183fa|close|2020-09-05T22:45:00Z|us,2c29114de26ad0ace6f678b4df5183fa,Kansas City Royals,Chicago White Sox,2020-09-05T23:05:00Z,close,2020-09-05T22:45:00Z,2020-09-05T22:45:00Z,offered,28,30,0,4987889,
acb06d4b1fecc9aebdc21f84447dc60d|close|2020-09-05T22:50:00Z|us,acb06d4b1fecc9aebdc21f84447dc60d,Minnesota Twins,Detroit Tigers,2020-09-05T23:10:00Z,close,2020-09-05T22:50:00Z,2020-09-05T22:45:00Z,offered,27,30,0,4987859,
a399315601fd1d9b630c5c70a8007925|close|2020-09-05T22:50:00Z|us,a399315601fd1d9b630c5c70a8007925,New York Mets,Philadelphia Phillies,2020-09-05T23:10:00Z,close,2020-09-05T22:50:00Z,2020-09-05T22:45:00Z,offered,27,30,0,4987829,
3f4db11a79f0943ea210fa666af77837|close|2020-09-05T22:50:00Z|us,3f4db11a79f0943ea210fa666af77837,Cleveland Indians,Milwaukee Brewers,2020-09-05T23:10:00Z,close,2020-09-05T22:50:00Z,2020-09-05T22:45:00Z,offered,27,30,0,4987799,
c5fa30ccacf239ee12151e0af49df3d8|close|2020-09-05T22:50:00Z|us,c5fa30ccacf239ee12151e0af49df3d8,Atlanta Braves,Washington Nationals,2020-09-05T23:10:00Z,close,2020-09-05T22:50:00Z,2020-09-05T22:45:00Z,offered,27,30,0,4987769,
2c0bae0fd740afd6fcaf7f0f931ce9cf|close|2020-09-05T23:15:00Z|us,2c0bae0fd740afd6fcaf7f0f931ce9cf,Baltimore Orioles,New York Yankees,2020-09-05T23:35:00Z,close,2020-09-05T23:15:00Z,2020-09-05T23:15:00Z,offered,27,30,0,4987739,
4a3bf7488bbf81505c583ff609b74851|close|2020-09-06T00:50:00Z|us,4a3bf7488bbf81505c583ff609b74851,Seattle Mariners,Texas Rangers,2020-09-06T01:10:00Z,close,2020-09-06T00:50:00Z,2020-09-06T00:45:00Z,offered,28,30,0,4987709,
c4d7d225627939bdc0adc14c9e45d32d|close|2020-09-06T00:50:00Z|us,c4d7d225627939bdc0adc14c9e45d32d,Los Angeles Dodgers,Colorado Rockies,2020-09-06T01:10:00Z,close,2020-09-06T00:50:00Z,2020-09-06T00:45:00Z,offered,24,30,0,4987679,
98cf6a92b76f1569feb1895b9d24821a|close|2020-09-06T00:55:00Z|us,98cf6a92b76f1569feb1895b9d24821a,San Francisco Giants,Arizona Diamondbacks,2020-09-06T01:15:00Z,close,2020-09-06T00:55:00Z,2020-09-06T00:55:00Z,offered,24,30,0,4987649,
69db9d9a128d773b37142a69b8d2053a|close|2020-09-06T16:45:00Z|us,69db9d9a128d773b37142a69b8d2053a,Baltimore Orioles,New York Yankees,2020-09-06T17:05:00Z,close,2020-09-06T16:45:00Z,2020-09-06T16:45:00Z,offered,28,30,1,4987619,
c127bd89dd9796e5d2b323578b3e31ae|close|2020-09-06T16:50:00Z|us,c127bd89dd9796e5d2b323578b3e31ae,New York Mets,Philadelphia Phillies,2020-09-06T17:10:00Z,close,2020-09-06T16:50:00Z,2020-09-06T16:45:00Z,offered,28,30,0,4987589,
efd85d9ce46e8fdcf839af4a652a1ead|close|2020-09-06T16:50:00Z|us,efd85d9ce46e8fdcf839af4a652a1ead,Cleveland Indians,Milwaukee Brewers,2020-09-06T17:10:00Z,close,2020-09-06T16:50:00Z,2020-09-06T16:45:00Z,offered,28,30,0,4987559,
80ee08d9e6ff6746aba57c7d1d272072|close|2020-09-06T16:50:00Z|us,80ee08d9e6ff6746aba57c7d1d272072,Atlanta Braves,Washington Nationals,2020-09-06T17:10:00Z,close,2020-09-06T16:50:00Z,2020-09-06T16:45:00Z,offered,28,30,0,4987529,
ff3e4bdc4e75c551019821f24db883bc|close|2020-09-06T16:50:00Z|us,ff3e4bdc4e75c551019821f24db883bc,Tampa Bay Rays,Miami Marlins,2020-09-06T17:10:00Z,close,2020-09-06T16:50:00Z,2020-09-06T16:45:00Z,offered,28,30,0,4987499,
3d2169fabd4f45066992c79eb67afc70|close|2020-09-06T17:45:00Z|us,3d2169fabd4f45066992c79eb67afc70,Kansas City Royals,Chicago White Sox,2020-09-06T18:05:00Z,close,2020-09-06T17:45:00Z,2020-09-06T17:45:00Z,offered,28,30,0,4987469,
422ece3246d75b5bed641e26a9208d0b|close|2020-09-06T17:50:00Z|us,422ece3246d75b5bed641e26a9208d0b,Minnesota Twins,Detroit Tigers,2020-09-06T18:10:00Z,close,2020-09-06T17:50:00Z,2020-09-06T17:45:00Z,offered,28,30,0,4987439,
a2f69af63674f4e894309913c63fa82a|close|2020-09-06T19:45:00Z|us,a2f69af63674f4e894309913c63fa82a,San Francisco Giants,Arizona Diamondbacks,2020-09-06T20:05:00Z,close,2020-09-06T19:45:00Z,2020-09-06T19:45:00Z,offered,22,30,0,4987409,
cd6ccd2352279e3cca3f1c2b1e46d378|close|2020-09-06T19:50:00Z|us,cd6ccd2352279e3cca3f1c2b1e46d378,Los Angeles Angels,Houston Astros,2020-09-06T20:10:00Z,close,2020-09-06T19:50:00Z,2020-09-06T19:45:00Z,offered,25,30,0,4987379,
766e5a049144fd4b3ab47bcd736a6b19|close|2020-09-06T19:50:00Z|us,766e5a049144fd4b3ab47bcd736a6b19,Oakland Athletics,San Diego Padres,2020-09-06T20:10:00Z,close,2020-09-06T19:50:00Z,2020-09-06T19:45:00Z,offered,25,30,0,4987349,
04f3a837dc2bdaf977c39abf45e391cf|close|2020-09-06T19:50:00Z|us,04f3a837dc2bdaf977c39abf45e391cf,Seattle Mariners,Texas Rangers,2020-09-06T20:10:00Z,close,2020-09-06T19:50:00Z,2020-09-06T19:45:00Z,offered,25,30,0,4987319,
a4ce29286dc71369161e8f6bba73718b|close|2020-09-07T01:50:00Z|us,a4ce29286dc71369161e8f6bba73718b,Los Angeles Dodgers,Colorado Rockies,2020-09-07T02:10:00Z,close,2020-09-07T01:50:00Z,2020-09-07T01:45:00Z,offered,25,30,0,4987289,
acf90f9cad07d0002948f3faf27e91ce|close|2020-09-07T16:50:00Z|us,acf90f9cad07d0002948f3faf27e91ce,Atlanta Braves,Miami Marlins,2020-09-07T17:10:00Z,close,2020-09-07T16:50:00Z,2020-09-07T16:45:00Z,offered,28,30,1,4987259,
1156328bd7241767cfc9b7659457fbc4|close|2020-09-07T16:50:00Z|us,1156328bd7241767cfc9b7659457fbc4,New York Mets,Philadelphia Phillies,2020-09-07T17:10:00Z,close,2020-09-07T16:50:00Z,2020-09-07T16:45:00Z,offered,28,30,0,4987229,
e3f35bca1547967b0fbdb4b572cac749|close|2020-09-07T17:50:00Z|us,e3f35bca1547967b0fbdb4b572cac749,Minnesota Twins,Detroit Tigers,2020-09-07T18:10:00Z,close,2020-09-07T17:50:00Z,2020-09-07T17:45:00Z,offered,28,30,0,4987199,
07474aa19124f8399914ce20bd410b24|close|2020-09-07T19:50:00Z|us,07474aa19124f8399914ce20bd410b24,Seattle Mariners,Texas Rangers,2020-09-07T20:10:00Z,close,2020-09-07T19:50:00Z,2020-09-07T19:45:00Z,offered,28,30,0,4987169,
c6f7293f51a4ef998bd4bf8c155e8627|close|2020-09-07T19:50:00Z|us,c6f7293f51a4ef998bd4bf8c155e8627,Chicago Cubs,St. Louis Cardinals,2020-09-07T20:10:00Z,close,2020-09-07T19:50:00Z,2020-09-07T19:45:00Z,offered,25,30,0,4987139,
67e4bb4b54a69ccba949efa9c39b313e|close|2020-09-07T21:50:00Z|us,67e4bb4b54a69ccba949efa9c39b313e,Cleveland Indians,Kansas City Royals,2020-09-07T22:10:00Z,close,2020-09-07T21:50:00Z,2020-09-07T21:45:00Z,offered,27,30,0,4987109,
0bea706ccd525db07f9e81ea65cf030f|close|2020-09-07T22:17:00Z|us,0bea706ccd525db07f9e81ea65cf030f,Toronto Blue Jays,New York Yankees,2020-09-07T22:37:00Z,close,2020-09-07T22:17:00Z,2020-09-07T22:15:00Z,offered,27,30,0,4987079,
a2026c19aef1cfc3ce3bdc87077a46f1|close|2020-09-07T23:45:00Z|us,a2026c19aef1cfc3ce3bdc87077a46f1,San Francisco Giants,Arizona Diamondbacks,2020-09-08T00:05:00Z,close,2020-09-07T23:45:00Z,2020-09-07T23:45:00Z,offered,25,30,0,4987049,
582557210ed0975ec18e3afff13be24a|close|2020-09-08T00:50:00Z|us,582557210ed0975ec18e3afff13be24a,San Diego Padres,Colorado Rockies,2020-09-08T01:10:00Z,close,2020-09-08T00:50:00Z,2020-09-08T00:45:00Z,offered,28,30,0,4987019,
45cb1f1bb805b4e7699253bd7de00f6b|close|2020-09-08T00:50:00Z|us,45cb1f1bb805b4e7699253bd7de00f6b,Oakland Athletics,Houston Astros,2020-09-08T01:10:00Z,close,2020-09-08T00:50:00Z,2020-09-08T00:45:00Z,offered,28,30,0,4986989,
962e61431933902faaed6f333cb6c6b3|close|2020-09-08T21:45:00Z|us,962e61431933902faaed6f333cb6c6b3,Washington Nationals,Tampa Bay Rays,2020-09-08T22:05:00Z,close,2020-09-08T21:45:00Z,2020-09-08T21:45:00Z,offered,28,30,1,4986959,
df318bb9dbbe8eb299e96874fd0b87b9|close|2020-09-08T21:50:00Z|us,df318bb9dbbe8eb299e96874fd0b87b9,Cleveland Indians,Kansas City Royals,2020-09-08T22:10:00Z,close,2020-09-08T21:50:00Z,2020-09-08T21:45:00Z,offered,28,30,0,4986929,
f2913af7e16a2bd2571f8d34437bf0fa|close|2020-09-08T22:17:00Z|us,f2913af7e16a2bd2571f8d34437bf0fa,Toronto Blue Jays,New York Yankees,2020-09-08T22:37:00Z,close,2020-09-08T22:17:00Z,2020-09-08T22:15:00Z,offered,28,30,0,4986899,
0cda5425d1089d2b249aec00619cb69f|close|2020-09-08T22:45:00Z|us,0cda5425d1089d2b249aec00619cb69f,Pittsburgh Pirates,Chicago White Sox,2020-09-08T23:05:00Z,close,2020-09-08T22:45:00Z,2020-09-08T22:45:00Z,offered,28,30,0,4986869,
a053c7dc13efec886ad2457a584c4c30|close|2020-09-08T22:50:00Z|us,a053c7dc13efec886ad2457a584c4c30,Detroit Tigers,Milwaukee Brewers,2020-09-08T23:10:00Z,close,2020-09-08T22:50:00Z,2020-09-08T22:45:00Z,offered,28,30,0,4986839,
6dc6645f4aeccb80b82e0989f0b857f2|close|2020-09-08T22:50:00Z|us,6dc6645f4aeccb80b82e0989f0b857f2,New York Mets,Baltimore Orioles,2020-09-08T23:10:00Z,close,2020-09-08T22:50:00Z,2020-09-08T22:45:00Z,offered,28,30,0,4986809,
4b72a24e7cf51268fdcf8d85e0b4da8c|close|2020-09-08T23:55:00Z|us,4b72a24e7cf51268fdcf8d85e0b4da8c,Chicago Cubs,Cincinnati Reds,2020-09-09T00:15:00Z,close,2020-09-08T23:55:00Z,2020-09-08T23:55:00Z,offered,28,30,0,4986779,
c1cc29e544c76da5320890d0759b353c|close|2020-09-09T00:45:00Z|us,c1cc29e544c76da5320890d0759b353c,Texas Rangers,Los Angeles Angels,2020-09-09T01:05:00Z,close,2020-09-09T00:45:00Z,2020-09-09T00:45:00Z,offered,14,30,0,4986749,
4029d1cf4e44723743b35237ced55df8|close|2020-09-09T00:50:00Z|us,4029d1cf4e44723743b35237ced55df8,San Diego Padres,Colorado Rockies,2020-09-09T01:10:00Z,close,2020-09-09T00:50:00Z,2020-09-09T00:45:00Z,offered,28,30,0,4986719,
4c3f1f1b07f3a215ec1f1344d730b1b1|close|2020-09-09T01:20:00Z|us,4c3f1f1b07f3a215ec1f1344d730b1b1,Arizona Diamondbacks,Los Angeles Dodgers,2020-09-09T01:40:00Z,close,2020-09-09T01:20:00Z,2020-09-09T01:15:00Z,offered,24,30,0,4986689,
a1f6ad88102fd5fe39edea6ee5e76a6c|close|2020-09-09T01:25:00Z|us,a1f6ad88102fd5fe39edea6ee5e76a6c,San Francisco Giants,Seattle Mariners,2020-09-09T01:45:00Z,close,2020-09-09T01:25:00Z,2020-09-09T01:25:00Z,offered,28,30,0,4986659,
4739c1fa217379ea6514c9be3444f549|close|2020-09-09T16:50:00Z|us,4739c1fa217379ea6514c9be3444f549,Detroit Tigers,Milwaukee Brewers,2020-09-09T17:10:00Z,close,2020-09-09T16:50:00Z,2020-09-09T16:45:00Z,offered,28,30,1,4986629,
c038f3d59f76358f88eaf80f807d1e58|close|2020-09-09T21:50:00Z|us,c038f3d59f76358f88eaf80f807d1e58,Cleveland Indians,Kansas City Royals,2020-09-09T22:10:00Z,close,2020-09-09T21:50:00Z,2020-09-09T21:45:00Z,offered,25,30,0,4986599,
10965a5653c2cb02006d980b03a7b276|close|2020-09-09T22:17:00Z|us,10965a5653c2cb02006d980b03a7b276,Toronto Blue Jays,New York Yankees,2020-09-09T22:37:00Z,close,2020-09-09T22:17:00Z,2020-09-09T22:15:00Z,offered,28,30,0,4986569,
c10101013832f31d0fe3f6450701ba64|close|2020-09-09T22:50:00Z|us,c10101013832f31d0fe3f6450701ba64,Atlanta Braves,Miami Marlins,2020-09-09T23:10:00Z,close,2020-09-09T22:50:00Z,2020-09-09T22:45:00Z,offered,28,30,0,4986539,
1e832bb37b93d1c9a242ad9d47a11395|close|2020-09-09T23:45:00Z|us,1e832bb37b93d1c9a242ad9d47a11395,Texas Rangers,Los Angeles Angels,2020-09-10T00:05:00Z,close,2020-09-09T23:45:00Z,2020-09-09T23:45:00Z,offered,28,30,0,4986509,
abdce3e8a54349ac4d2da1ee28440748|close|2020-09-09T23:50:00Z|us,abdce3e8a54349ac4d2da1ee28440748,San Diego Padres,Colorado Rockies,2020-09-10T00:10:00Z,close,2020-09-09T23:50:00Z,2020-09-09T23:45:00Z,offered,25,30,0,4986479,
c5a6fda5b9ec7acc06977b252daab941|close|2020-09-09T23:55:00Z|us,c5a6fda5b9ec7acc06977b252daab941,Chicago Cubs,Cincinnati Reds,2020-09-10T00:15:00Z,close,2020-09-09T23:55:00Z,2020-09-09T23:55:00Z,offered,27,30,0,4986449,
15c642ddfb2694e67acf52b5588fcab9|close|2020-09-10T00:50:00Z|us,15c642ddfb2694e67acf52b5588fcab9,Oakland Athletics,Houston Astros,2020-09-10T01:10:00Z,close,2020-09-10T00:50:00Z,2020-09-10T00:45:00Z,offered,27,30,0,4986419,
49757f04efd55eb5fd28e27e3c434dc5|close|2020-09-10T01:20:00Z|us,49757f04efd55eb5fd28e27e3c434dc5,Arizona Diamondbacks,Los Angeles Dodgers,2020-09-10T01:40:00Z,close,2020-09-10T01:20:00Z,2020-09-10T01:15:00Z,offered,25,30,0,4986389,
55a19bd8bc3c99ae6a95d145802f2d99|close|2020-09-10T17:55:00Z|us,55a19bd8bc3c99ae6a95d145802f2d99,St. Louis Cardinals,Detroit Tigers,2020-09-10T18:15:00Z,close,2020-09-10T17:55:00Z,2020-09-10T17:55:00Z,offered,24,30,1,4986359,
2b528ee2270a2d73c2488d3285e78eff|close|2020-09-10T19:20:00Z|us,2b528ee2270a2d73c2488d3285e78eff,Oakland Athletics,Houston Astros,2020-09-10T19:40:00Z,close,2020-09-10T19:20:00Z,2020-09-10T19:15:00Z,offered,28,30,0,4986329,
16beb774c8320376025689fd0fbeecac|close|2020-09-10T19:45:00Z|us,16beb774c8320376025689fd0fbeecac,Texas Rangers,Los Angeles Angels,2020-09-10T20:05:00Z,close,2020-09-10T19:45:00Z,2020-09-10T19:45:00Z,offered,28,30,0,4986299,
d5d07d4ee5d42e601fb931e26781cbe5|close|2020-09-10T21:45:00Z|us,d5d07d4ee5d42e601fb931e26781cbe5,Washington Nationals,Atlanta Braves,2020-09-10T22:05:00Z,close,2020-09-10T21:45:00Z,2020-09-10T21:45:00Z,offered,28,30,0,4986269,
55a26dda4100223530ea2871a10a705d|close|2020-09-10T21:50:00Z|us,55a26dda4100223530ea2871a10a705d,Cleveland Indians,Kansas City Royals,2020-09-10T22:10:00Z,close,2020-09-10T21:50:00Z,2020-09-10T21:45:00Z,offered,28,30,0,4986239,
2d883b429cd756a689e5fa034faa4e03|close|2020-09-10T22:20:00Z|us,2d883b429cd756a689e5fa034faa4e03,Miami Marlins,Philadelphia Phillies,2020-09-10T22:40:00Z,close,2020-09-10T22:20:00Z,2020-09-10T22:15:00Z,offered,28,30,0,4986209,
082559edd7de28ff9cfe68c3d86967d6|close|2020-09-10T22:20:00Z|us,082559edd7de28ff9cfe68c3d86967d6,Tampa Bay Rays,Boston Red Sox,2020-09-10T22:40:00Z,close,2020-09-10T22:20:00Z,2020-09-10T22:15:00Z,offered,28,30,0,4986179,
7d5df11d416d668fd354e77199b1db80|close|2020-09-10T22:45:00Z|us,7d5df11d416d668fd354e77199b1db80,New York Yankees,Baltimore Orioles,2020-09-10T23:05:00Z,close,2020-09-10T22:45:00Z,2020-09-10T22:45:00Z,offered,27,30,0,4986149,
17bfb36499dec1ef1b2a1e22584a4027|close|2020-09-10T23:55:00Z|us,17bfb36499dec1ef1b2a1e22584a4027,Chicago Cubs,Cincinnati Reds,2020-09-11T00:15:00Z,close,2020-09-10T23:55:00Z,2020-09-10T23:55:00Z,offered,28,30,0,4986119,
34243c5dd690ed5b51867a18b475a908|close|2020-09-11T00:50:00Z|us,34243c5dd690ed5b51867a18b475a908,San Diego Padres,San Francisco Giants,2020-09-11T01:10:00Z,close,2020-09-11T00:50:00Z,2020-09-11T00:45:00Z,offered,27,30,0,4986089,
5b379718f83fce37a9b40e7a3a3e67a9|close|2020-09-11T01:20:00Z|us,5b379718f83fce37a9b40e7a3a3e67a9,Arizona Diamondbacks,Los Angeles Dodgers,2020-09-11T01:40:00Z,close,2020-09-11T01:20:00Z,2020-09-11T01:15:00Z,offered,22,30,0,4986059,
8f8f416d27828a40391b58331bfe7581|close|2020-09-11T20:50:00Z|us,8f8f416d27828a40391b58331bfe7581,Miami Marlins,Philadelphia Phillies,2020-09-11T21:10:00Z,close,2020-09-11T20:50:00Z,2020-09-11T20:45:00Z,offered,20,30,1,4986029,
1f6e68857d1259f919f9fa51e9a38628|close|2020-09-11T21:45:00Z|us,1f6e68857d1259f919f9fa51e9a38628,Washington Nationals,Atlanta Braves,2020-09-11T22:05:00Z,close,2020-09-11T21:45:00Z,2020-09-11T21:45:00Z,offered,27,30,0,4985999,
3cd8ba1b458a5382989871748e639333|close|2020-09-11T22:17:00Z|us,3cd8ba1b458a5382989871748e639333,Toronto Blue Jays,New York Mets,2020-09-11T22:37:00Z,close,2020-09-11T22:17:00Z,2020-09-11T22:15:00Z,offered,25,30,0,4985969,
0d2f51c0286cd98765f79874684f39c6|close|2020-09-11T23:45:00Z|us,0d2f51c0286cd98765f79874684f39c6,Kansas City Royals,Pittsburgh Pirates,2020-09-12T00:05:00Z,close,2020-09-11T23:45:00Z,2020-09-11T23:45:00Z,offered,27,30,0,4985939,
4ddbe484cbf93d1738105edb77e85420|close|2020-09-11T23:45:00Z|us,4ddbe484cbf93d1738105edb77e85420,Texas Rangers,Oakland Athletics,2020-09-12T00:05:00Z,close,2020-09-11T23:45:00Z,2020-09-11T23:45:00Z,offered,28,30,0,4985909,
10fa821accf3304fe3aaffc174cfef61|close|2020-09-11T23:50:00Z|us,10fa821accf3304fe3aaffc174cfef61,Chicago White Sox,Detroit Tigers,2020-09-12T00:10:00Z,close,2020-09-11T23:50:00Z,2020-09-11T23:45:00Z,offered,28,30,0,4985879,
3b2cdb00679b3e59e2e4e0a5e905d4bb|close|2020-09-11T23:50:00Z|us,3b2cdb00679b3e59e2e4e0a5e905d4bb,Milwaukee Brewers,Chicago Cubs,2020-09-12T00:10:00Z,close,2020-09-11T23:50:00Z,2020-09-11T23:45:00Z,offered,28,30,0,4985849,
81befbe15a44ac3b6d28cdb1dd07340d|close|2020-09-11T23:55:00Z|us,81befbe15a44ac3b6d28cdb1dd07340d,St. Louis Cardinals,Cincinnati Reds,2020-09-12T00:15:00Z,close,2020-09-11T23:55:00Z,2020-09-11T23:55:00Z,offered,24,30,0,4985819,
0a9e78fee4457f85d164d56cd2fd7467|close|2020-09-12T00:20:00Z|us,0a9e78fee4457f85d164d56cd2fd7467,Colorado Rockies,Los Angeles Angels,2020-09-12T00:40:00Z,close,2020-09-12T00:20:00Z,2020-09-12T00:15:00Z,offered,27,30,0,4985789,
b9ca8efecfaa7c3505343c06c51e3547|close|2020-09-12T00:50:00Z|us,b9ca8efecfaa7c3505343c06c51e3547,San Diego Padres,San Francisco Giants,2020-09-12T01:10:00Z,close,2020-09-12T00:50:00Z,2020-09-12T00:45:00Z,offered,28,30,0,4985759,
b0e2200eac94c4e08e2176bbb19d0f57|close|2020-09-12T16:45:00Z|us,b0e2200eac94c4e08e2176bbb19d0f57,New York Yankees,Baltimore Orioles,2020-09-12T17:05:00Z,close,2020-09-12T16:45:00Z,2020-09-12T16:45:00Z,offered,28,30,1,4985729,
7a3e39a701d5b9ab34ec67917573ae7e|close|2020-09-12T21:45:00Z|us,7a3e39a701d5b9ab34ec67917573ae7e,Washington Nationals,Atlanta Braves,2020-09-12T22:05:00Z,close,2020-09-12T21:45:00Z,2020-09-12T21:45:00Z,offered,28,30,0,4985699,
